label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
3	1092 m	0.3409	basketball	hamster	0.2309	1239	-0.3785	230 N	0.727	0.5264	boxing	827	878 m^3	0.0551
0	1271 m	0.1507	golf	guinea pig, reptile	1.075	861	0.7981	715 N	0.3493	0.418	football	655	197 m^3	0.3053
4	1060 m	0.2969	football	chicken	0.7073	540	0.074	497 N	0.9328	1.0938	volleyball	506		0.3194
1	1303 m	0.3315	tennis	cat	1.157	778	0.754	580 N	-0.0042	1.0402	running	1015	936 m^3	0.5862
2	436 m	1.2157	running	pig	0.4396	377	1.1687	588 N	0.1525	1.0427	ice hockey	1296	1067 m^3	0.8377
1	625 m	0.4976	track & field	DOG	1.432	456	0.9749	592 N	0.3221	1.2231	badminton	266	874 m^3	0.7987
3	378 m	0.9075	motor sports	hamster	0.0266	699	0.0475	375 N	0.7833	0.0323	boxing	872	533 m^3	0.6978
0	869 m	-0.8447	soccer	bird, guinea pig	0.9741	872	1.383	858 N	0.4948	0.2177	football	480	1066 m^3	0.1521
1	1336 m	0.7787	baseball	cat	0.7085	1120	0.9497	185 N	0.1129	1.5068	running	951	798 m^3	0.408
3	1426 m	-0.1204	boxing	hamster	0.9236	964	0.2967	619 N	0.8203	0.7342	soccer	1221	496 m^3	0.5763
4	788 m	0.8755	football	rat, ferret, fish	0.9204	None	0.5829	609 N	0.5528	NULL	baseball	-238	1105 m^3	0.0343
4	962 m	0.8902	football	fish	1.3547	688	0.3006	582 N	1.2594	1.0489	VOLLEYBALL	364	-145 m^3	None
3	1264 m	0.1591	motor sports	hamster	0.1239	869	0.354	874 N	0.9666	1.8903	boxing	479	-189 m^3	0.6147
0	883 m	-0.2371	boxing	bird, reptile	N/A	671	0.7634	1257 N	0.49	0.8268	football	130	883 m^3	0.2445
2	599 m	0.3508	golf	pig	1.2947	561	0.8806	508 N	0.1154	1.5673	ice hockey	1167	828 m^3	0.7966
2	499 m	0.6543	ice hockey	pig	0.5851	509	0.639	585 N	0.1951	1.2274	ice hockey	94	1245 m^3	1.1126
0	672 m	0.0331	golf	reptile, bird	1.1853	1346	1.2023	895 N	0.4717	-0.1763	tennis	1175	1026 m^3	0.461
0	765 m	-0.1519	volleyball	reptile	1.4477	212	0.8978	1155 N	0.9048	0.183	motor sports	583	1277 m^3	0.8732
4	433 m	0.8745	badminton	chicken, rabbit, fish, ferret	1.2928	-19	0.6239	1317 N	0.5198	1.0194	baseball	672	191 m^3	0.5207
2	1050 m	1.1812	ice hockey	pig	1.4173	627	1.1814	397 N	0.1537	1.0133	ice hockey	785	1140 m^3	0.8417
4	1001 m	0.5086	football	hamster	1.0392	34	0.596	809 N	0.693	1.4392	baseball	100	769 m^3	0.1118
0	1455 m	0.3635	golf	hamster	1.0821	587	1.0288	1241 N	0.9324	0.3574	football	851	1471 m^3	0.6583
2	132 m	1.1579	ice hockey	hamster	0.8404	633	1.0522	567 N	0.4623	1.0974	Motor Sports	328	992 m^3	1.1648
0	1083 m	0.4095	football	guinea pig, reptile	0.9511	299	0.8002	1186 N	0.6251	-0.1387	tennis	962	1075 m^3	0.4554
1	669 m	0.3774	baseball	dog	1.0596	801	1.3269	544 N	0.0121	1.1048	soccer	1637	1458 m^3	1.1935
4	792 m	0.3982	badminton	chicken, ferret	1.0195	-29	0.8337	1293 N	0.2075	0.746	volleyball	620	440 m^3	-0.1032
4	1251 m	0.5771	badminton	fish, ferret	1.378	374	0.5398	798 N	0.8842	0.6778	baseball	289	289 m^3	0.1498
2	1078 m	0.7041	ice hockey	pig	0.3052	1129	0.8899	1290 N	0.1108	0.5266	track & field	1059	798 m^3	1.2673
3	643 m	0.6723	motor sports	hamster	0.0091	360	0.6937	30 N	0.7865	1.4385	soccer	1310	790 m^3	0.298
0	920 m	0.558	n/a	reptile	0.9489	-57	0.9038	1413 N	0.8849	0.7302	football	399	619 m^3	0.2988
2	945 m	1.2011	ice hockey	pig	0.9934	1064	0.9605	918 N	0.5095	0.1743	track & field	605	1449 m^3	0.3087
2	190 m	1.0345	ice hockey	pig	0.8543	312	1.131	892 N	0.3912	0.4003	track & field	219	1290 m^3	0.9556
0	1187 m	0.4849	golf	guinea pig, reptile	0.6962	776	0.5503	314 N	0.2798	0.3238	Football	542	1101 m^3	0.9707
2	411 m	0.871	ice hockey	hamster	0.9655	913	0.6923	884 N	0.6431	1.2089	track & field	824	623 m^3	0.9859
1	771 m	0.4633	track & field	dog	0.9339	1196	0.7286	610 N	0.413	1.1275	running	601	1141 m^3	0.7441
1	124 m	0.0672	soccer	cat	0.2844	1235	1.1748	423 N	-0.2967	1.0497	badminton	1247	869 m^3	1.3221
3	1222 m	0.3718	motor sports	?	0.5219	636	-0.0128	-33 N	0.817	0.7449	soccer	878	397 m^3	0.5655
4	1373 m	1.1448	badminton	rabbit, fish, chicken	0.9969	303	0.5295	1414 N	1.1642	1.4544	volleyball	630	839 m^3	0.5315
1	745 m	0.5746	badminton	cat	1.2645	775	1.0666	410 N	0.4418	1.8684	golf	917	1093 m^3	1.1505
0	None	0.7984	volleyball	guinea pig, bird	0.4692	612	1.365	1175 N	0.4353	0.0017	football	477	444 m^3	0.4675
3	1132 m	0.2299	basketball	REPTILE, BIRD	0.3799	951	-0.1138	-52 N	0.8038	0.4696	soccer	1777	123 m^3	0.4406
3	1274 m	0.062	Motor Sports	hamster	-0.3602	220	0.2983	469 N	1.1109	0.721	boxing	954	-293 m^3	0.433
0	672 m	-0.1538	running	bird	1.4357	961	0.9212	811 N	0.5271	0.4893	football	110	571 m^3	0.4895
3	922 m	0.6641	basketball	hamster	-0.1301	392	0.0148	-102 N	1.0588	0.774	boxing	218	44 m^3	0.7889
2	-191 m	1.0918	ice hockey	pig	1.5692	574	0.8912	975 N	-0.0892	0.7286	ice hockey	631	1661 m^3	0.4194
2	621 m	1.059	ice hockey	pig	0.9568	752	0.8285	1236 N	-0.4302	0.7344	ice hockey	935	175 m^3	0.8024
0	792 m	-0.8011	volleyball	hamster	0.7502	723	1.2449	920 N	0.6229	0.0447	tennis	1369	387 m^3	0.5588
2	94 m	0.6109	ice hockey	pig	1.1453	906	0.8237	203 N	0.3052	0.8212	tennis	762	781 m^3	1.096
2	743 m	0.654	ice hockey	pig	0.4102	781	0.8851	417 N	0.7052	0.5624	ice hockey	1144	1251 m^3	1.0381
4	820 m	1.046	football	fish, ferret, rat, chicken	0.8514	500	0.8743	153 N	0.4881	0.9598	volleyball	-115	982 m^3	0.0238
0	771 m	-0.7105	boxing	bird	1.2732	774	1.1123	188 N	0.5745	0.2607	motor sports	479	1656 m^3	0.7804
0	1399 m	0.7069	golf	guinea pig, reptile	0.8957	414	1.181	598 N	0.8745	0.4929	football	606	1061 m^3	0.8138
2	133 m	0.9729	ICE HOCKEY	pig	0.6913	1231	0.9824	1077 N	0.3784	0.9792	ice hockey	908	1214 m^3	0.5921
1	1231 m	0.081	tennis	bird, reptile	1.2617	965	0.9538	-51 N	0.1075	1.0907	running	1189	902 m^3	1.102
3	990 m	0.6998	running	Hamster	0.0055	906	-0.1197	-255 N	0.8397	1.3838	soccer	1030	-114 m^3	0.1699
4	251 m	0.3287	football	rat, ferret	0.8041	342	0.496	827 N	0.8284	0.9367	baseball	965	1320 m^3	-0.3884
2	126 m	1.0803	ice hockey	pig	0.9805	642	0.8924	1332 N	0.5098	1.5057	track & field	1244	1114 m^3	0.7746
2	364 m	1.2424	ice hockey	pig	0.6877	521	0.8813	349 N	0.1561	0.741	ice hockey	929	1031 m^3	0.6884
2	-200 m	0.4718	ice hockey	pig	0.6237	1457	0.8592	836 N	0.4172	0.8942	track & field	453	1334 m^3	0.634
0	1074 m	0.04	running	guinea pig	1.3122	778	1.3268	1763 N	0.3644	0.3018	tennis	309	916 m^3	0.5484
0	504 m	-0.4255	running	reptile	1.1606	849	1.2698	1542 N	0.3984	0.6046	tennis	461	799 m^3	0.3799
4	724 m	0.3849	badminton	fish, rat	1.1788	256	0.4168	781 N	0.6083	1.3316	baseball	291	335 m^3	0.6279
3	1300 m	0.2853	basketball	hamster	0.7808	903	0.1661	37 N	0.8622	0.4792	boxing	1526	638 m^3	0.9344
2	627 m	0.9739	ice hockey	pig	1.2942	1213	0.4104	None	0.4281	1.4704	ice hockey	785	744 m^3	1.0151
4	856 m	1.0645		chicken, fish, rat, rabbit	0.942	-348	-0.0753	1208 N	0.2861	1.1997	volleyball	241	743 m^3	0.1077
3	533 m	0.8739	motor sports	hamster	-0.0578	617	0.5565	-534 N	0.8576	1.0944	soccer	762	198 m^3	0.4051
1	1094 m	0.3166	ice hockey	dog	0.9063	1096	0.9421	227 N	0.2256	0.8298	badminton	752	558 m^3	1.0988
1	805 m	0.7608	soccer	dog	1.2904	512	0.8569	-71 N	-0.2249	N/A	running	715	824 m^3	0.8926
4	854 m	1.1564	badminton	ferret, rabbit, fish	0.9561	766	0.6899	466 N	0.3351	0.9071	volleyball	887	765 m^3	0.3069
3	713 m	0.2624	motor sports	hamster	0.972	370	0.5897	907 N	1.0102	0.5234	boxing	386	745 m^3	0.861
0	689 m	0.1732	ice hockey	guinea pig, bird	1.1675	199	0.9356	1462 N	0.8852	0.6078	football	756	1050 m^3	0.9944
0	864 m	0.4835	running	reptile	1.0346	1161	0.8929	662 N	0.2933	0.9608	?	578	219 m^3	0.5147
0	1303 m	-0.2066	running	reptile	1.3546	568	1.0511	1073 N	0.5205	0.0835	tennis	1386	461 m^3	0.4404
1	790 m	0.9086	soccer	dog	1.1021	780	0.7208	NULL	-0.0596	0.9254	basketball	721	881 m^3	0.9176
2	238 m	0.8835	ice hockey	pig	0.8773	1039	0.6698	610 N	0.47	0.5445	track & field	679	1274 m^3	0.8248
3	948 m	0.8738	motor sports	hamster	0.8286	499	0.2542	741 N	0.8642	0.7764	soccer	550	-87 m^3	1.1683
0	553 m	-0.2584	volleyball	reptile	1.2717	249	0.9133	1058 N	0.4377	0.7583	tennis	905	1001 m^3	0.1611
3	735 m	0.8379	running	hamster	-0.0058	1052	0.1549	674 N	0.5446	1.307	soccer	947	12 m^3	0.4038
1	1388 m	0.3907	ice hockey	dog	0.6391	539	1.2949	789 N	-0.2977	1.2956	running	693	869 m^3	0.8557
3	1549 m	0.1898	ice hockey	hamster	0.5189	279	-0.218	336 N	0.8718	1.6412	soccer	1329	-21 m^3	0.7469
3	801 m	0.5569	motor sports	hamster	0.4654	858	0.2958	-88 N	1.0694	1.0145	boxing	1107	289 m^3	0.7998
3	459 m	0.5576	basketball	hamster	0.8726	493	0.3438	568 N	0.8976	1.3185	boxing	1103	N/A	0.2034
2	230 m	0.8081	ice hockey	PIG	0.6006	1424	1.5483	1062 N	-0.0175	0.9264	ice hockey	595	1233 m^3	1.0974
1	701 m	0.3102	soccer	cat	0.9927	2210	0.8756	895 N	-0.0573	0.9202	running	826	812 m^3	0.5272
2	694 m	0.6711	ice hockey	pig	0.9874	1150	1.0146	1032 N	0.5053	0.841	track & field	1559	595 m^3	1.2829
1	810 m	-0.0457	volleyball	cat	0.8376	1199	1.2229	346 N	0.3814	1.3963	badminton	839	468 m^3	1.2432
1	1053 m	0.4786	soccer	dog	0.963	344	1.2721	675 N	0.4491	0.9335	badminton	1234	802 m^3	1.2392
4	851 m	0.6528	football	fish, chicken, rat	1.0406	-158	0.2875	1175 N	0.6417	0.7214	baseball	345	1101 m^3	0.1697
2	270 m	0.1263	ice hockey	pig	1.1979	884	0.4276	895 N	-0.1697	0.7367	track & field	1324	1321 m^3	0.1582
4	929 m	0.7724	football	fish, rabbit, chicken, ferret	0.9065	16	0.045	1221 N	0.7928	1.5774	baseball	434	1145 m^3	0.0574
0	833 m	0.4203	tennis	reptile	1.5873	499	1.144	949 N	0.5685	0.6494	football	1410	1254 m^3	0.8886
3	417 m	0.8318	basketball	hamster	0.3881	678	0.0022	311 N	0.8727	1.3809	soccer	544	449 m^3	0.666
4	1540 m	0.6137	BADMINTON	rat, rabbit, chicken, fish	1.193	637	0.7998		0.8636	1.5096	volleyball	?	373 m^3	0.0293
1	1449 m	0.3674	tennis	reptile	1.2555	960	0.7832	145 N	0.1875	0.9418	running	1744	817 m^3	1.3889
3	1197 m	0.0526	ice hockey	hamster	0.0707	585	0.0173	625 N	0.6149	1.0224	soccer	639	527 m^3	1.0063
3	788 m	0.5153	motor sports	hamster	0.2977	335	0.111	614 N	0.962	0.6586	boxing	806	-580 m^3	0.2991
1	1164 m	-0.0762	baseball	cat	1.7157	-82	0.8614	498 N	0.359	0.7679	football	1023	1193 m^3	1.0575
3	1279 m	0.7043	basketball	Hamster	0.3658	624	-0.1401	744 N	0.7655	0.6697	football	421	728 m^3	0.297
3	868 m	0.2385	basketball	hamster	0.1017	531	0.3278	554 N	1.1003	0.7107	football	1199	88 m^3	0.4345
3	651 m	0.8641	motor sports	hamster	0.0339	?	0.0641	N/A	0.8608	1.2113	basketball	1023	196 m^3	0.9245
2	556 m	0.9238	ice hockey	PIG	0.5093	1106	0.7859	948 N	-0.0336	0.971	ice hockey	964	1357 m^3	0.4294
0	1035 m	0.8093	volleyball	guinea pig, bird	0.9571	1293	0.7291	982 N	0.3029	0.4816	tennis	698	847 m^3	0.2709
1	1158 m	0.6808	baseball	dog	1.0527	944	1.4885	840 N	0.578	0.9237	golf	795	800 m^3	1.2955
1	468 m	0.1487	basketball	dog	1.4115	1359	1.083	33 N	0.1995	0.6007	running	1419	493 m^3	0.6529
4	1026 m	1.1797	football	chicken	1.2653	468	0.2898	188 N	0.4086	0.5756	baseball	295	1298 m^3	-0.1045
3	635 m	0.5848	motor sports	hamster	0.67	328	0.2453	493 N	0.7488	1.2205	boxing	717	188 m^3	0.9718
4	1394 m	0.4718	football	chicken, rabbit	1.3384	497	0.7476	792 N	0.9911	0.7014	baseball	427	159 m^3	0.8459
3	1470 m	0.555	basketball	hamster	0.2482	677	0.5677	98 N	0.7293	1.2131	soccer	373	141 m^3	0.6705
4	1343 m	1.0573	football	pig	0.7387	776	0.3298	1424 N	0.4777	0.5383	volleyball	511	324 m^3	-0.0907
3	956 m	0.4862	basketball	hamster	0.3224	691	0.5416	218 N	0.6752	1.8477	soccer	787	117 m^3	0.1573
0	1182 m	-0.2999	football	bird, guinea pig	0.5862	597	0.9599	1013 N	0.4888	-0.1002	motor sports	1029	920 m^3	0.5069
0	208 m	0.0117	golf	reptile, guinea pig	1.2379	815	0.5968	1396 N	0.5014	-0.1463	tennis	538	780 m^3	0.0651
0	1230 m	-0.1053	running	reptile	0.7727	529	0.5939	612 N	0.4039	0.4991	tennis	273	976 m^3	0.6647
3	1328 m	0.1803		cat	0.7704	502	0.6423	597 N	1.0673	1.1425	badminton	1159	547 m^3	0.4461
1	1252 m	-0.3706	baseball	dog	0.9836	842	1.2941	1136 N	0.0526	1.3362	badminton	493	412 m^3	1.1177
0	537 m	0.4818	running	guinea pig	1.4026	1034	0.858	1101 N	0.1251	0.8607	motor sports	623	972 m^3	-0.4207
3	1022 m	1.015	basketball	HAMSTER	0.7844	-3	0.4026	78 N	0.6896	1.043	boxing	1030	20 m^3	0.2386
3	967 m	0.7588	motor sports	hamster	0.7524	-27	0.6643	396 N	0.2568	1.1698	soccer	1137	728 m^3	1.2288
2	588 m	0.6146	BASKETBALL	pig	1.3207	1703	0.8764	569 N	0.0811	0.9932	boxing	679	1035 m^3	0.9185
3	970 m	0.6808	basketball	hamster	0.6349	151	0.2499	584 N	0.9699	1.5853	soccer	852	-306 m^3	0.5681
0	483 m	0.2272	boxing	reptile	1.2202	959	1.4069	676 N	0.3393	0.8298	motor sports	1032	1180 m^3	-0.0062
0	539 m	N/A	volleyball	guinea pig	1.002	886	1.4302	993 N	0.6567	0.185	football	949	926 m^3	0.8812
3	941 m	0.2155	basketball	hamster	0.4702	995	0.1829	879 N	0.8765	1.1864	soccer	821	580 m^3	0.7914
3	444 m	0.4157	motor sports	hamster	0.1168	-12	0.335	11 N	1.1376	0.5258	Soccer	833	334 m^3	0.4875
2	947 m	1.1463	ice hockey	pig	0.6607	470	0.6206	601 N	0.1623	0.9786	baseball	1186	934 m^3	0.6515
4	198 m	1.1801	badminton	fish, rabbit, ferret, rat	0.8115	-1	0.1212	1248 N	1.0404	1.2712	baseball	409	624 m^3	0.3223
2	538 m	0.4788	ice hockey	pig	0.8055	533	1.0081	1103 N	0.4456	1.1309	ice hockey	485	914 m^3	1.3175
4	878 m	0.5629	football	chicken, fish, rat, rabbit	0.972	1173	0.9764	1701 N	0.9119	0.9745	volleyball	354	1129 m^3	0.1294
0	721 m	0.0257	boxing	reptile	0.8085	221	1.2747	1025 N	0.5581	0.5996	tennis	1129	621 m^3	0.02
3	1024 m	0.4637	basketball	hamster	0.6676	629	0.7101	4 N	0.6426	0.7045	soccer	929	341 m^3	0.9811
3	593 m	0.7763	basketball	hamster	0.6025	1207	0.5647	-323 N	1.1481	0.4623	soccer	488	338 m^3	1.1239
3	1061 m	0.482	motor sports	hamster	1.0972	545	0.4119	545 N	0.933	1.0311	SOCCER	328	199 m^3	0.7331
1	945 m	0.2567	track & field	cat	0.9311	941	0.8998	167 N	-0.2312	1.0952	badminton	995	1006 m^3	1.345
4	1283 m	0.7723	football	fish, chicken	1.1182	141	0.0184	1141 N	0.4248	0.7654	baseball	343	265 m^3	0.2005
1	135 m	0.3375	baseball	cat	1.0495	1029	0.9113	222 N	-0.4618	0.9125	running	1276	588 m^3	1.0454
1	1042 m	0.6924	tennis	dog	0.827	1308	0.918	783 N	0.2219	1.1391	running	1442	1094 m^3	1.0247
3	621 m	0.2213	BASKETBALL	hamster	0.4667	427	-0.0345	419 N	0.8594	0.9861	boxing	847	532 m^3	0.0895
1	613 m	-0.1976	tennis	dog	0.5078	NULL	1.0194	393 N	0.1699	0.9907	running	602	1017 m^3	0.8211
3	854 m	0.4958	motor sports	hamster	0.8713	336	0.2316	314 N	0.5687	1.0816	boxing	460	136 m^3	1.0537
2	36 m	1.0421	ice hockey	pig	1.0079	1457	0.4293	377 N	0.1756	0.8204	ice hockey	1074	1371 m^3	0.5717
4	745 m	1.8527	football	rat, fish, rabbit, chicken	1.2408	-20	0.1851	1334 N	0.8451	0.5704	volleyball	434	245 m^3	-0.1289
1	771 m	-0.1736	soccer	cat	1.7652	861	0.3201	243 N	0.3903	0.5825	golf	772	646 m^3	n/a
2	172 m	0.9392	ice hockey	pig	0.4727	955	0.9645	984 N	0.0472	0.3235	track & field	623	1385 m^3	1.5424
2	696 m	0.0587	ice hockey	pig	0.5199	473	0.6192	1061 N	0.2135	0.2592	ice hockey	1112	752 m^3	1.0625
3	861 m	0.3844	boxing	hamster	0.2115	343	0.312	199 N	0.8157	0.8583	soccer	1026	-14 m^3	0.9603
0	422 m	0.1659	boxing	bird	0.788	314	1.1034	261 N	0.7754	0.8239	tennis	648	1049 m^3	0.7295
3	790 m	0.6066	golf	hamster	-0.0145	572	0.2315	288 N	0.7443	0.3261	boxing	1105	9 m^3	0.126
0	560 m	0.4354	boxing	bird, guinea pig	1.3108	1047	0.9885	1340 N	-0.357	0.1141	tennis	676	1095 m^3	0.4751
4	1250 m	1.5917	badminton	chicken, ferret, rat, fish	1.2452	19	0.7683	1035 N	1.0927	1.3079	baseball	2	947 m^3	-0.83
1	603 m	0.3054	track & field	cat	0.5323	1125	0.8494	533 N	0.3065	0.703	basketball	68	1165 m^3	0.4381
4	968 m	0.3715	badminton	rabbit, rat	0.9453	326	-0.197	836 N	0.8231	1.3162	volleyball	365	765 m^3	0.2186
4	503 m	0.7958	badminton	rabbit	0.6261	97	1.3357	648 N	0.6475	0.9552	volleyball	-143	951 m^3	0.179
2	862 m	0.6914	ice hockey	pig	0.9898	98	0.6244	545 N	0.2066	1.1083	ice hockey	879	1080 m^3	0.2849
0	552 m	-0.0171	running	bird	1.5501	619	1.2775	549 N	-0.0045	0.6772	football	747	510 m^3	0.7489
4	1097 m	0.3147	football	fish, chicken, rabbit	0.9433	557	0.4808	1284 N	0.9639	1.1747	baseball	-24	347 m^3	0.2569
2	1015 m	1.2382	golf	pig	1.2706	302	1.3679	574 N	0.4697	0.7329	ice hockey	976	577 m^3	0.8271
1	1219 m	-0.1432	track & field	cat	0.4815	928	0.7516	398 N	N/A	1.3882	running	1160	1433 m^3	0.4976
4	1129 m	0.9649	boxing	reptile	0.4912	340	0.7355	835 N	0.7752	0.6446	volleyball	387	881 m^3	None
0	547 m	0.4472	badminton	guinea pig	1.3166	1384	1.2304	1353 N	0.2028	-0.0429	football	178	1276 m^3	0.21
4	1222 m	0.4486	football	chicken, fish, rat, ferret	0.7779	466	0.2258	513 N	0.115	0.7622	baseball	419	1311 m^3	0.2902
1	537 m	-0.8756	badminton	cat	1.2926	1186	0.8164	1054 N	0.3056	0.488	basketball	1282	1325 m^3	1.3479
2	534 m	0.6222	ice hockey	pig	1.254	850	0.8956	783 N	-0.0335	0.6372	TRACK & FIELD	365	817 m^3	0.9333
1	614 m	-0.0105	baseball	cat	0.5437	960	0.509	729 N	-0.1969	1.2204	basketball	1463	66 m^3	0.8003
0	745 m	0.3202	boxing	bird, reptile	0.9122	620	1.0645	710 N	0.5536	0.9513	football	655	1220 m^3	0.5032
2	893 m	0.2129	ice hockey	pig	None	809	0.8872	948 N	0.0869	0.6067	ice hockey	1164	967 m^3	1.2618
1	1065 m	-0.1095	baseball	cat	0.8761	862	1.1845	749 N	0.2447	1.1549	running	1219	648 m^3	1.423
3	765 m	0.4701	basketball	hamster	-0.1073	1138	0.6324	325 N	1.0443	1.1276	soccer	366	-48 m^3	0.9826
3	1100 m	0.1493	basketball	hamster	0.5195	208	0.7365	-336 N	1.111	1.2503	soccer	902	-53 m^3	0.7976
1	531 m	0.3825	baseball	dog	1.3691	328	0.5599	682 N	0.2033	0.9462	badminton	652	179 m^3	1.2258
2	550 m	-0.2141	ice hockey	pig	0.9827	595	0.4861	968 N	N/A	0.9724	ice hockey	820	544 m^3	0.3013
1	1213 m	-0.014	baseball	dog	0.8413	590	1.226	745 N	0.1385	1.1347	running	1440	1251 m^3	1.1317
0	450 m	0.4125	boxing	reptile	1.0941	249	1.1704		0.6612	0.7902	?	765	750 m^3	0.2199
1	383 m	0.1473	Baseball	cat	0.5834	1285	0.5905	580 N	0.1408	0.7118	basketball	1130	355 m^3	1.4669
4	574 m	0.2961	FOOTBALL	CHICKEN	0.7993	954	0.7108	811 N	0.4742	1.0816	volleyball	1156	571 m^3	-0.3077
4	670 m	0.8949	badminton	ferret, rat, chicken	0.5957	362	0.957	938 N	0.5619	0.993	boxing	39	506 m^3	0.335
4	1143 m	1.0153	badminton	rabbit	0.771	-158	0.9007	1058 N	1.0664	0.7178	volleyball	247	910 m^3	-0.0309
3	1113 m	0.6254	basketball	hamster	0.725	454	-0.357	114 N	0.9	0.6205	ice hockey	545	1017 m^3	1.0374
0	774 m	-0.5617	boxing	guinea pig	1.0847	999	0.9504	1359 N	0.2024	0.1314	tennis	470	NULL	0.3631
3	363 m	0.4841	badminton	hamster	-0.0578	-169	0.2688	149 N	0.5924	0.7653	soccer	1110	567 m^3	0.7149
4	1218 m	0.3697	badminton	ferret, fish	1.3921	337	0.7136	855 N	1.3494	1.5781	baseball	573	1180 m^3	-0.3805
0	1011 m	0.262	golf	bird, guinea pig	0.763	-153	1.0778	619 N	0.5755	0.3296	football	-271	680 m^3	0.6268
2	649 m	0.9586	ice hockey	pig	0.5652	905	0.9907	730 N	-0.0252	0.8419	ice hockey	1322	1046 m^3	1.0775
0	1405 m	-0.3376	boxing	bird, guinea pig	1.423	1512	0.8614	665 N	0.329	0.0323	FOOTBALL	318	852 m^3	0.25
0	1055 m	-0.4079	boxing	bird, reptile	1.122	868	0.722	1003 N	0.4836	-0.0801	motor sports	338	1204 m^3	0.3829
2	279 m	0.9209	ice hockey	pig	1.1718	599	0.8904	577 N	-0.428	1.1089	ice hockey	1326	1093 m^3	0.9002
3	756 m	0.6182	motor sports	hamster	-0.0516	571	0.6521	-35 N	0.7925	1.3379	boxing	773	25 m^3	0.7729
3	659 m	0.273	motor sports	hamster	0.7315	-290	0.6832	263 N	0.7327	0.6922	football	657	778 m^3	0.2058
1	1163 m	0.1031	volleyball	dog	0.9027	1401	0.5506	265 N	-0.0083	0.9176	badminton	1175	523 m^3	0.8311
2	511 m	0.3459	ice hockey	pig	0.7848	537	0.7742	1086 N	0.2109	0.435	Ice Hockey	1099	1209 m^3	0.6981
2	500 m	0.5942	motor sports	pig	1.0107	480	0.5203	1234 N	0.1914	0.6568	ice hockey	904	557 m^3	0.2077
1	1050 m	-0.0575	soccer	dog	1.0229	947	0.8431	1244 N	-0.3522	1.5754	golf	1784	258 m^3	0.5939
1	1055 m	0.4547	ICE HOCKEY	cat	0.5977	938	0.7421	268 N	0.1532	n/a	golf	1608	768 m^3	0.6833
4	None	1.0472	football	fish	1.2718	-220	0.5392	908 N	0.2181	0.6055	volleyball	-166	-46 m^3	0.5153
0	1126 m	0.1803	football	bird	1.1093	1032	1.4853	1074 N	0.5624	-0.2828	tennis	743	1143 m^3	0.8969
2	668 m	1.2058	ice hockey	pig	0.7341	691	0.9186	924 N	0.3565	0.4654	track & field	1047	694 m^3	0.8467
3	909 m	0.1383	motor sports	hamster	0.2877	431	0.3001	518 N	1.1046	0.5402	soccer	490	-115 m^3	0.2637
3	1275 m	1.2833	basketball	hamster	0.3587	1152		65 N	0.403	0.8721	soccer	720	971 m^3	0.999
1	664 m	0.0508	tennis	cat	1.1183	1468	0.8475	226 N	-0.1547	1.6509	basketball	1256	666 m^3	0.1572
0	1332 m	0.2768	running	guinea pig	0.8844	859	1.3224	638 N	0.1414	0.3907	tennis	381	816 m^3	-0.1867
2	229 m	0.6687	ice hockey	hamster	0.9173	1048	0.5998	718 N	-0.2505	0.5824	track & field	824	853 m^3	0.6844
4	697 m	1.4053	soccer	ferret	1.302	-42	0.314	1046 N	0.8451	0.8448	baseball	298	868 m^3	0.5433
3	536 m	0.2859	basketball	hamster	0.3426	595	0.1005	595 N	0.5936	N/A	football	1327	527 m^3	0.7775
0	1081 m	0.446	golf	reptile	1.2853	544	1.1928	779 N	0.3137	0.6485	tennis	649	1082 m^3	1.0128
2	37 m	0.9369	ice hockey	Pig	1.1169	38	0.9648	1107 N	0.0484	0.5017	ICE HOCKEY	618	929 m^3	0.8075
1	948 m	0.4407	basketball	dog	0.8129	742	1.0685	133 N	0.1953	0.7621	basketball	1337	443 m^3	1.351
0	734 m	-0.1493	golf	reptile, bird	0.1729	628	1.0617	1575 N	0.3523	0.282	tennis	516	1341 m^3	0.6364
2	314 m	0.4523	ICE HOCKEY	pig	0.2827	-81	0.9715	1130 N	0.6147	0.4982	ice hockey	559	472 m^3	0.8484
0	1180 m	-0.2319	volleyball	dog	0.6688	1234	1.1162	991 N	0.5081	1.1668	motor sports	927	523 m^3	1.1364
4	1150 m	0.1314	track & field	chicken	1.1708	1121	0.6321	38 N	0.8676	0.7151	ice hockey	-40	512 m^3	0.2176
2	24 m	0.5914	ice hockey	pig	1.5194	559	0.5204	964 N	0.0767	0.6867	ice hockey	1267	906 m^3	1.258
0	1111 m	-0.0415	running	guinea pig	1.1776	1043	1.6199	713 N	0.5838	0.4729	motor sports	371	506 m^3	0.2291
0	428 m	-0.3239	golf	reptile, guinea pig	1.2472	1054	0.8594	708 N	0.5713	0.2951	motor sports	765	1068 m^3	0.4988
4	1449 m	0.6851	football	cat	1.5808	436	0.3639	993 N	0.4904	0.4284	track & field	269	470 m^3	0.7901
3	345 m	0.5261	basketball	HAMSTER	0.7128	170	0.1657	810 N	0.8761	0.62	boxing	809	-478 m^3	0.6266
1	757 m	0.8174	soccer	cat	0.9445	1030	1.4425	445 N	-0.051	0.7029	golf	1365	454 m^3	0.8185
